advisory_id,MSS OAR Number,Title,Category,Updated,Rating
104751,MSS-OAR-E01-2022:449.1,Mozilla: Security Vulnerabilities fixed in Firefox ESR 91.5 — Mozilla,Firefox,2022-01-24T15:32:51.000Z,Kyndryl Advisory
104750,MSS-OAR-E01-2022:448.1,Adobe: Security update available for Adobe Acrobat and Reader  | APSB22-01,Adobe,2022-01-24T15:30:48.000Z,Kyndryl Advisory
104749,MSS-OAR-E01-2022:447.1,Oracle: [El-errata] ELSA-2022-9028 Important: Oracle Linux 8 Unbreakable Enterprise kernel security update,Oracle,2022-01-24T15:25:13.000Z,Kyndryl Advisory
104748,MSS-OAR-E01-2022:446.1,Oracle: [El-errata] ELBA-2022-0156 Oracle  Linux 7 openssl bug fix update,Oracle,2022-01-24T15:21:43.000Z,Kyndryl Advisory
104747,MSS-OAR-E01-2022:445.1,Oracle: [El-errata] ELBA-2022-0156 Oracle Linux 7 openssl bug fix update (aarch64),Oracle,2022-01-24T15:21:32.000Z,Kyndryl Advisory
104745,MSS-OAR-E01-2022:444.1,Oracle: [El-errata] ELSA-2022-0162 Important: Oracle Linux 7 gegl security update,Oracle,2022-01-24T11:22:49.000Z,Kyndryl Advisory
104744,MSS-OAR-E01-2022:443.1,Oracle: [El-errata] ELSA-2022-0162 Important: Oracle Linux 7 gegl security update (aarch64),Oracle,2022-01-24T11:22:40.000Z,Kyndryl Advisory
104743,MSS-OAR-E01-2022:442.1,Oracle: [El-errata] ELSA-2022-0143 Important: Oracle Linux 7 httpd security update (aarch64),Oracle,2022-01-24T11:22:26.000Z,Kyndryl Advisory
104742,MSS-OAR-E01-2022:441.1,Oracle: [El-errata] ELSA-2022-0143 Important: Oracle Linux 7 httpd security update,Oracle,2022-01-24T11:22:13.000Z,Kyndryl Advisory
104741,MSS-OAR-E01-2022:440.1,Oracle: [El-errata] ELSA-2022-9029 Important: Oracle Linux 7 Unbreakable Enterprise kernel-container security update,Oracle,2022-01-24T11:22:04.000Z,Kyndryl Advisory
104740,MSS-OAR-E01-2022:439.1,Oracle: [El-errata] ELSA-2022-0161 Moderate: Oracle Linux 8 java-17-openjdk security update,Oracle,2022-01-24T11:20:51.000Z,Kyndryl Advisory
104739,MSS-OAR-E01-2022:438.1,Oracle: [El-errata] ELSA-2022-0177 Important: Oracle Linux 8 gegl04 security update,Oracle,2022-01-24T11:20:40.000Z,Kyndryl Advisory
104738,MSS-OAR-E01-2022:437.1,Oracle: [El-errata] ELSA-2022-9028 Important: Oracle Linux 7 Unbreakable Enterprise kernel security update,Oracle,2022-01-24T11:20:17.000Z,Kyndryl Advisory
104737,MSS-OAR-E01-2022:436.1,Oracle: [El-errata] ELSA-2022-9029 Important: Oracle Linux 8 Unbreakable Enterprise kernel-container security update,Oracle,2022-01-24T11:20:07.000Z,Kyndryl Advisory
104736,MSS-OAR-E01-2022:435.1,Oracle: [El-errata] New Ksplice updates for RHCK 7 (ELSA-2022-0063),Oracle,2022-01-24T11:19:26.000Z,Kyndryl Advisory
104735,MSS-OAR-E01-2022:434.1,Oracle: [El-errata] ELSA-2022-0199 Important: Oracle Linux 8 libreswan security update,Oracle,2022-01-24T11:18:45.000Z,Kyndryl Advisory
104734,MSS-OAR-E01-2022:433.1,Oracle: [El-errata] New Ksplice updates for Oracle Enhanced RHCK 7 (ELBA-2022-0063-1),Oracle,2022-01-24T11:10:23.000Z,Kyndryl Advisory
104733,MSS-OAR-E01-2022:432.1,"IBM Tivoli: Security Bulletin: Vulnerabilities in Apache Log4j affect IBM Spectrum Control (CVE-2021-45105, CVE-2021-45046)",IBM Tivoli,2022-01-24T09:39:28.000Z,Kyndryl Advisory
104732,MSS-OAR-E01-2022:431.1,IBM PSIRT:  Security Bulletin: The IBM i Extended Dynamic Remote SQL server (EDRSQL) is affected by CVE-2021-39056,OS/400,2022-01-24T09:33:21.000Z,Kyndryl Advisory
104731,MSS-OAR-E01-2022:430.1,Novell: openSUSE-SU-2022:0018-1: important: Security update for stb,Novell SuSE,2022-01-21T14:26:55.000Z,Kyndryl Advisory
104730,MSS-OAR-E01-2022:429.1,"Novell: SUSE-SU-2022:0130-1: important: Security update for kubevirt, virt-api-container, virt-controller-container, virt-handler-container, virt-launcher-container, virt-operator-container",Novell SuSE,2022-01-21T14:25:55.000Z,Kyndryl Advisory
104729,MSS-OAR-E01-2022:428.1,Novell: openSUSE-SU-2022:0134-1: moderate: Security update for python-numpy,Novell SuSE,2022-01-21T14:25:24.000Z,Kyndryl Advisory
104728,MSS-OAR-E01-2022:427.1,Novell: SUSE-SU-2022:0150-1: important: Security update for aide,Novell SuSE,2022-01-21T14:24:37.000Z,Kyndryl Advisory
104727,MSS-OAR-E01-2022:426.1,Novell: SUSE-SU-2022:0136-1: important: Security update for MozillaFirefox,Novell SuSE,2022-01-21T14:24:14.000Z,Kyndryl Advisory
104726,MSS-OAR-E01-2022:425.1,Novell: SUSE-SU-2022:0145-1: important: Security update for aide,Novell SuSE,2022-01-21T14:23:15.000Z,Kyndryl Advisory
104725,MSS-OAR-E01-2022:424.1,Novell: openSUSE-SU-2022:0144-1: moderate: Security update for cryptsetup,Novell SuSE,2022-01-21T14:22:35.000Z,Kyndryl Advisory
104724,MSS-OAR-E01-2022:423.1,Novell: openSUSE-SU-2022:0141-1: moderate: Security update for permissions,Novell SuSE,2022-01-21T14:21:53.000Z,Kyndryl Advisory
104723,MSS-OAR-E01-2022:422.1,Novell: SUSE-SU-2022:0135-1: important: Security update for busybox,Novell SuSE,2022-01-21T14:21:27.000Z,Kyndryl Advisory
104722,MSS-OAR-E01-2022:421.1,Novell: openSUSE-SU-2022:0136-1: important: Security update for MozillaFirefox,Novell SuSE,2022-01-21T14:21:04.000Z,Kyndryl Advisory
104721,MSS-OAR-E01-2022:420.1,Novell: openSUSE-SU-2022:0135-1: important: Security update for busybox,Novell SuSE,2022-01-21T14:20:41.000Z,Kyndryl Advisory
104720,MSS-OAR-E01-2022:419.1,Novell: openSUSE-SU-2022:0112-1: moderate: Security update for nodejs14,Novell SuSE,2022-01-21T14:20:15.000Z,Kyndryl Advisory
104719,MSS-OAR-E01-2022:418.1,Novell: SUSE-SU-2022:0115-1: important: Security update for MozillaFirefox,Novell SuSE,2022-01-21T14:19:49.000Z,Kyndryl Advisory
104718,MSS-OAR-E01-2022:417.1,Novell: openSUSE-SU-2022:0149-1: moderate: Security update for rust1.56,Novell SuSE,2022-01-21T14:19:20.000Z,Kyndryl Advisory
104717,MSS-OAR-E01-2022:416.1,Novell: SUSE-SU-2022:0142-1: important: Security update for webkit2gtk3,Novell SuSE,2022-01-21T14:18:29.000Z,Kyndryl Advisory
104716,MSS-OAR-E01-2022:415.1,Novell: SUSE-SU-2022:0128-1: important: Security update for libvirt,Novell SuSE,2022-01-21T14:17:56.000Z,Kyndryl Advisory
104715,MSS-OAR-E01-2022:414.1,Novell: SUSE-SU-2022:0119-1: important: Security update for apache2,Novell SuSE,2022-01-21T14:17:27.000Z,Kyndryl Advisory
104714,MSS-OAR-E01-2022:413.1,Novell: openSUSE-SU-2022:0150-1: important: Security update for aide,Novell SuSE,2022-01-21T14:17:03.000Z,Kyndryl Advisory
104713,MSS-OAR-E01-2022:412.1,Novell: openSUSE-SU-2022:0131-1: important: Security update for the Linux Kernel,Novell SuSE,2022-01-21T14:16:38.000Z,Kyndryl Advisory
104712,MSS-OAR-E01-2022:411.1,Novell: openSUSE-SU-2022:0140-1: important: Security update for grafana,Novell SuSE,2022-01-21T14:15:54.000Z,Kyndryl Advisory
104711,MSS-OAR-E01-2022:410.1,Novell: openSUSE-SU-2022:0113-1: moderate: Security update for nodejs12,Novell SuSE,2022-01-21T14:15:14.000Z,Kyndryl Advisory
104710,MSS-OAR-E01-2022:409.1,Novell: openSUSE-SU-2022:0111-1: important: Security update for virglrenderer,Novell SuSE,2022-01-21T14:14:44.000Z,Kyndryl Advisory
104709,MSS-OAR-E01-2022:408.1,Novell: openSUSE-SU-2022:0151-1: moderate: Security update for bind,Novell SuSE,2022-01-21T14:14:10.000Z,Kyndryl Advisory
104708,MSS-OAR-E01-2022:407.1,Novell: SUSE-SU-2022:0137-1: important: Security update for MozillaFirefox,Novell SuSE,2022-01-21T14:13:39.000Z,Kyndryl Advisory
104652,MSS-OAR-E01-2022:351.2,Oracle Critical Security Alert Advisory - Third Party Component,Oracle,2022-01-21T12:59:37.000Z,Critical
104707,MSS-OAR-E01-2022:406.1,Red Hat: [RHSA-2022:0225-02] Moderate: Red Hat OpenShift Enterprise Logging bug fix and security update (5.0.12),Red Hat Linux,2022-01-21T11:20:20.000Z,Kyndryl Advisory
104706,MSS-OAR-E01-2022:405.1,Red Hat: [RHSA-2022:0161-03] Moderate: java-17-openjdk security update,Red Hat Linux,2022-01-21T11:18:26.000Z,Kyndryl Advisory
104705,MSS-OAR-E01-2022:404.1,Red Hat: [RHSA-2022:0178-02] Important: gegl04 security update,Red Hat Linux,2022-01-21T11:16:30.000Z,Kyndryl Advisory
104704,MSS-OAR-E01-2022:403.1,Red Hat: [RHSA-2022:0216-06] Low: Red Hat JBoss Enterprise Application Platform 7.4 security update,Red Hat Linux,2022-01-21T11:13:49.000Z,Kyndryl Advisory
104703,MSS-OAR-E01-2022:402.1,Red Hat: [RHSA-2022:0188-07] Important: kernel security and bug fix update,Red Hat Linux,2022-01-21T11:11:55.000Z,Kyndryl Advisory
104702,MSS-OAR-E01-2022:401.1,Red Hat: [RHSA-2022:0162-02] Important: gegl security update,Red Hat Linux,2022-01-21T11:09:21.000Z,Kyndryl Advisory
104701,MSS-OAR-E01-2022:400.1,Red Hat: [RHSA-2022:0205-02] Moderate: Red Hat Data Grid 8.2.3 security update,Red Hat Linux,2022-01-21T11:07:01.000Z,Kyndryl Advisory
104700,MSS-OAR-E01-2022:399.1,Red Hat: [RHSA-2022:0191-03] Moderate: OpenShift Virtualization 4.9.2 Images security and bug fix update,Red Hat Linux,2022-01-21T11:01:16.000Z,Kyndryl Advisory
104699,MSS-OAR-E01-2022:398.1,"Red Hat: [RHSA-2022:0186-07] Important: kernel security, bug fix, and enhancement update",Red Hat Linux,2022-01-21T10:59:17.000Z,Kyndryl Advisory
104698,MSS-OAR-E01-2022:397.1,Red Hat: [RHSA-2022:0184-02] Important: gegl04 security update,Red Hat Linux,2022-01-21T10:54:33.000Z,Kyndryl Advisory
104697,MSS-OAR-E01-2022:396.1,Red Hat: [RHSA-2022:0176-06] Important: kernel-rt security and bug fix update,Red Hat Linux,2022-01-21T10:52:17.000Z,Kyndryl Advisory
104696,MSS-OAR-E01-2022:395.1,Red Hat: [RHSA-2022:0226-04] Moderate: Red Hat OpenShift Enterprise Logging bug fix and security update (5.1.7),Red Hat Linux,2022-01-21T10:47:59.000Z,Kyndryl Advisory
104695,MSS-OAR-E01-2022:394.1,Red Hat: [RHSA-2022:0114-04] Moderate: OpenShift Container Platform 4.7.41 security update,Red Hat Linux,2022-01-21T10:42:42.000Z,Kyndryl Advisory
104694,MSS-OAR-E01-2022:393.1,Red Hat: [RHSA-2022:0177-02] Important: gegl04 security update,Red Hat Linux,2022-01-21T10:40:13.000Z,Kyndryl Advisory
104693,MSS-OAR-E01-2022:392.1,Red Hat: [RHSA-2022:0227-04] Moderate: Red Hat OpenShift Enterprise Logging bug fix and security update (5.3.3),Red Hat Linux,2022-01-21T10:38:44.000Z,Kyndryl Advisory
104692,MSS-OAR-E01-2022:391.1,Red Hat: [RHSA-2022:0219-03] Moderate: Red Hat AMQ Streams 1.6.6 release and security update,Red Hat Linux,2022-01-21T10:36:45.000Z,Kyndryl Advisory
104691,MSS-OAR-E01-2022:390.2,Red Hat: [RHSA-2022:0203-03] Critical: Red Hat Fuse 7.8-7.10 security update,Red Hat Linux,2022-01-21T10:34:46.000Z,Critical
104690,MSS-OAR-E01-2022:389.1,Red Hat: [RHSA-2022:0199-02] Important: libreswan security update,Red Hat Linux,2022-01-21T10:30:12.000Z,Kyndryl Advisory
104689,MSS-OAR-E01-2022:388.1,Red Hat: [RHSA-2022:0187-04] Important: kernel-rt security and bug fix update,Red Hat Linux,2022-01-21T10:28:45.000Z,Kyndryl Advisory
104688,MSS-OAR-E01-2022:387.1,Red Hat: [RHSA-2022:0163-01] Important: Cryostat security update,Red Hat Linux,2022-01-21T10:23:08.000Z,Kyndryl Advisory
104685,MSS-OAR-E01-2022:384.2,VMWare: VMSA-2021-0028.8,VMware,2022-01-21T10:01:13.000Z,Critical
104687,MSS-OAR-E01-2022:386.1,"Checkpoint: Check Point Response to CVE-2021-36347, CVE-2021-36348, CVE-2021-36346, CVE-2021-3712",Checkpoint,2022-01-21T09:43:57.000Z,Kyndryl Advisory
104686,MSS-OAR-E01-2022:385.1,VMWare: VMSA-2022-0001,VMware,2022-01-21T08:18:11.000Z,Kyndryl Advisory
104684,MSS-OAR-E01-2022:383.1,VMWare: VMSA-2020-0006.1,VMware,2022-01-21T08:10:59.000Z,Kyndryl Advisory
104683,MSS-OAR-E01-2022:382.1,VMWare: VMSA-2022-0002,VMware,2022-01-21T08:09:07.000Z,Kyndryl Advisory
103832,MSS-OAR-E01-2021:6887.2,Checkpoint: Check Point response to Apache CVEs,Checkpoint,2022-01-20T14:03:23.000Z,Kyndryl Advisory
104682,MSS-OAR-E01-2022:381.1,Centos: [CentOS-announce] CEBA-2022:0156  CentOS 7 openssl BugFix Update,CentOS,2022-01-20T13:21:24.000Z,Kyndryl Advisory
104681,MSS-OAR-E01-2022:380.1,Centos: [CentOS-announce] CEBA-2022:0062  CentOS 7 x3270 BugFix Update,CentOS,2022-01-20T13:21:09.000Z,Kyndryl Advisory
104680,MSS-OAR-E01-2022:379.1,Centos: [CentOS-announce] CEBA-2022:0061  CentOS 7 unzip BugFix Update,CentOS,2022-01-20T13:20:54.000Z,Kyndryl Advisory
104679,MSS-OAR-E01-2022:378.1,Centos: [CentOS-announce] CEBA-2022:0066  CentOS 7 systemd BugFix Update,CentOS,2022-01-20T13:20:40.000Z,Kyndryl Advisory
104678,MSS-OAR-E01-2022:377.1,Centos: [CentOS-announce] CEBA-2022:0070  CentOS 7 pki-core BugFix Update,CentOS,2022-01-20T13:18:24.000Z,Kyndryl Advisory
104677,MSS-OAR-E01-2022:376.1,Centos: [CentOS-announce] CESA-2022:0124 Important CentOS 7 firefox Security Update,CentOS,2022-01-20T13:17:18.000Z,Kyndryl Advisory
104676,MSS-OAR-E01-2022:375.1,Centos: [CentOS-announce] CESA-2022:0127 Important CentOS 7 thunderbird Security Update,CentOS,2022-01-20T13:16:52.000Z,Kyndryl Advisory
104675,MSS-OAR-E01-2022:374.1,Centos: [CentOS-announce] CEBA-2022:0068 CentOS 7 python-virtualenv BugFix Update,CentOS,2022-01-20T13:16:21.000Z,Kyndryl Advisory
104674,MSS-OAR-E01-2022:373.1,Centos: [CentOS-announce] CESA-2022:0063 Moderate CentOS 7 kernel Security Update,CentOS,2022-01-20T13:16:05.000Z,Kyndryl Advisory
104673,MSS-OAR-E01-2022:372.1,Centos: [CentOS-announce] CEBA-2022:0060 CentOS 7 perl-DBD-Pg BugFix Update,CentOS,2022-01-20T13:15:07.000Z,Kyndryl Advisory
104672,MSS-OAR-E01-2022:371.1,Centos: [CentOS-announce] CEBA-2022:0069  CentOS 7 rear BugFix Update,CentOS,2022-01-20T13:14:51.000Z,Kyndryl Advisory
104671,MSS-OAR-E01-2022:370.1,Centos: [CentOS-announce] CESA-2022:0162 Important CentOS 7 gegl Security Update,CentOS,2022-01-20T13:14:34.000Z,Kyndryl Advisory
104670,MSS-OAR-E01-2022:369.2,Security Bulletin: Vulnerability in Apache Log4j affects some features of IBM® Db2® (CVE-2021-44228),DB2,2022-01-20T13:00:38.000Z,Critical
104669,MSS-OAR-E01-2022:368.1,IBM PSIRT:  Security Bulletin: This Power System update is being released to address CVE 2021-29847,IBM Firmware,2022-01-20T12:52:56.000Z,Kyndryl Advisory
104668,MSS-OAR-E01-2022:367.1,IBM PSIRT:  Security Bulletin: This Power System update is being released to address CVE 2020-25705,IBM Firmware,2022-01-20T12:50:59.000Z,Kyndryl Advisory
104667,MSS-OAR-E01-2022:366.1,IBM PSIRT:  Security Bulletin: This Power System update is being released to address CVE 2021-39296,IBM Firmware,2022-01-20T12:49:25.000Z,Kyndryl Advisory
104666,MSS-OAR-E01-2022:365.1,IBM PSIRT:  Security Bulletin: This Power System update is being released to address CVE 2020-1971,IBM Firmware,2022-01-20T12:48:00.000Z,Kyndryl Advisory
104665,MSS-OAR-E01-2022:364.1,IBM PSIRT:  Security Bulletin: This Power System update is being released to address CVE 2020-16166,IBM Firmware,2022-01-20T12:45:52.000Z,Kyndryl Advisory
103873,MSS-OAR-E01-2021:6928.4,NetApp: CVE-2021-44228 Apache Log4j Vulnerability in NetApp Products,Other Advisories,2022-01-20T10:17:16.000Z,Critical
104379,MSS-OAR-E01-2022:79.2,NetApp: CVE-2021-45078 GNU Binutils Vulnerability in NetApp Products,Other Advisories,2022-01-20T09:59:03.000Z,Kyndryl Advisory
104664,MSS-OAR-E01-2022:363.1,NetApp: CVE-2016-2183 TLS Protocol 64-bit Cipher Vulnerability in Multiple NetApp Products,Other Advisories,2022-01-20T09:36:23.000Z,Kyndryl Advisory
104663,MSS-OAR-E01-2022:362.1,NetApp: February 2016 Apache Tomcat Vulnerabilities in NetApp Products,Other Advisories,2022-01-20T09:31:00.000Z,Kyndryl Advisory
104662,MSS-OAR-E01-2022:361.1,NetApp: Intel SA-00233 Processor Vulnerabilities in NetApp Products,Other Advisories,2022-01-20T09:27:30.000Z,Kyndryl Advisory
104661,MSS-OAR-E01-2022:360.1,NetApp: December 2021 IBM DB2 Vulnerabilities in NetApp Products,Other Advisories,2022-01-20T09:24:34.000Z,Kyndryl Advisory
104660,MSS-OAR-E01-2022:359.1,NetApp: Intel SA-00358 BIOS Firmware Vulnerabilities in NetApp Products,Other Advisories,2022-01-20T09:20:45.000Z,Kyndryl Advisory
104659,MSS-OAR-E01-2022:358.1,NetApp: April 2020 Java Platform Standard Edition Vulnerabilities in NetApp Products,Other Advisories,2022-01-20T09:10:47.000Z,Kyndryl Advisory
104658,MSS-OAR-E01-2022:357.1,NetApp: CVE-2007-2243 OpenSSH Vulnerability in NetApp Products,Other Advisories,2022-01-20T09:03:34.000Z,Kyndryl Advisory
104657,MSS-OAR-E01-2022:356.1,NetApp: CVE-2021-34428 Eclipse Jetty Vulnerability in NetApp Products,Other Advisories,2022-01-20T09:00:35.000Z,Kyndryl Advisory
104656,MSS-OAR-E01-2022:355.1,NetApp: CVE-2018-5391 Linux Kernel Denial of Service Vulnerability in NetApp Products,Other Advisories,2022-01-20T08:51:14.000Z,Kyndryl Advisory
104655,MSS-OAR-E01-2022:354.1,NetApp: CVE-2020-16166 Linux Kernel Vulnerability in NetApp Products,Other Advisories,2022-01-20T08:46:44.000Z,Kyndryl Advisory
104654,MSS-OAR-E01-2022:353.1,NetApp: CVE-2021-21703 PHP Vulnerability in NetApp Products,Other Advisories,2022-01-20T08:40:42.000Z,Kyndryl Advisory
104653,MSS-OAR-E01-2022:352.1,NetApp: Linux Kernel TCP SACK Panic Vulnerabilities in NetApp Products,Other Advisories,2022-01-20T08:35:42.000Z,Kyndryl Advisory
104651,MSS-OAR-E01-2022:350.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle MySQL,opensource,2022-01-19T14:57:20.000Z,Kyndryl Advisory
104650,MSS-OAR-E01-2022:349.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle Utilities Applications,Oracle,2022-01-19T14:55:27.000Z,Kyndryl Advisory
104649,MSS-OAR-E01-2022:348.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle Support Tools,Oracle,2022-01-19T14:53:19.000Z,Kyndryl Advisory
104647,MSS-OAR-E01-2022:346.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle Policy Automation,Oracle,2022-01-19T14:50:16.000Z,Kyndryl Advisory
104646,MSS-OAR-E01-2022:345.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle Java SE,Oracle,2022-01-19T14:49:01.000Z,Kyndryl Advisory
104645,MSS-OAR-E01-2022:344.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle Insurance Applications,Oracle,2022-01-19T14:47:34.000Z,Kyndryl Advisory
104644,MSS-OAR-E01-2022:343.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle Hyperion,Oracle,2022-01-19T14:45:04.000Z,Kyndryl Advisory
104643,MSS-OAR-E01-2022:342.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle Hospitality Applications,Oracle,2022-01-19T14:43:16.000Z,Kyndryl Advisory
104641,MSS-OAR-E01-2022:340.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle Enterprise Manager,Oracle,2022-01-19T14:37:20.000Z,Kyndryl Advisory
104640,MSS-OAR-E01-2022:339.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle Communications Applications,Oracle,2022-01-19T14:34:36.000Z,Kyndryl Advisory
104639,MSS-OAR-E01-2022:338.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle E-Business Suite,Oracle,2022-01-19T14:32:32.000Z,Kyndryl Advisory
104638,MSS-OAR-E01-2022:337.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle Database Server,Oracle,2022-01-19T14:24:07.000Z,Kyndryl Advisory
104637,MSS-OAR-E01-2022:336.1,Oracle Critical Patch Update Advisory - January 2022 - Oracle Commerce,Oracle,2022-01-19T14:14:07.000Z,Kyndryl Advisory
104636,MSS-OAR-E01-2022:335.1,Red Hat: [RHSA-2022:0164-03] Important: Red Hat Single Sign-On 7.5.1 for OpenShift image security and enhancement update,Red Hat Linux,2022-01-19T13:56:08.000Z,Kyndryl Advisory
104635,MSS-OAR-E01-2022:334.1,Oracle: [El-errata] ELSA-2021-5014 Important: Oracle Linux 7 firefox security update,Oracle,2022-01-19T10:52:16.000Z,Kyndryl Advisory
104634,MSS-OAR-E01-2022:333.1,Oracle: [El-errata] ELSA-2021-5045 Important: Oracle Linux 8 thunderbird security update,Oracle,2022-01-19T10:51:09.000Z,Kyndryl Advisory
104633,MSS-OAR-E01-2022:332.1,Oracle: [El-errata] ELSA-2021-5046 Important: Oracle Linux 7 thunderbird security update (aarch64),Oracle,2022-01-19T10:49:53.000Z,Kyndryl Advisory
104632,MSS-OAR-E01-2022:331.1,Oracle: [El-errata] ELSA-2021-5046 Important: Oracle Linux 7 thunderbird security update,Oracle,2022-01-19T10:48:53.000Z,Kyndryl Advisory
104631,MSS-OAR-E01-2022:330.1,Oracle: [El-errata] ELSA-2021-5013 Important: Oracle Linux 8 firefox security update,Oracle,2022-01-19T10:47:49.000Z,Kyndryl Advisory
104630,MSS-OAR-E01-2022:329.1,Oracle: [El-errata] ELSA-2021-5014 Important: Oracle Linux 7 firefox security update (aarch64),Oracle,2022-01-19T10:46:31.000Z,Kyndryl Advisory
104629,MSS-OAR-E01-2022:328.1,Oracle: [El-errata] ELSA-2021-9577 Important: Oracle Linux 6 Extended Lifecycle Support (ELS) Unbreakable Enterprise kernel security update,Oracle,2022-01-19T10:44:43.000Z,Kyndryl Advisory
104628,MSS-OAR-E01-2022:327.1,Oracle: [El-errata] ELSA-2021-9577 Important: Oracle Linux 7 Unbreakable Enterprise kernel security update,Oracle,2022-01-19T10:43:25.000Z,Kyndryl Advisory
104627,MSS-OAR-E01-2022:326.1,Oracle: [El-errata] ELSA-2021-9591 Critical: Oracle Linux 6 Extended Lifecycle Support (ELS) nss security update,Oracle,2022-01-19T10:42:11.000Z,Kyndryl Advisory
104626,MSS-OAR-E01-2022:325.1,Oracle: [El-errata] ELSA-2021-4903 Critical: Oracle Linux 8 nss security	update,Oracle,2022-01-19T10:40:58.000Z,Kyndryl Advisory
104625,MSS-OAR-E01-2022:324.1,Oracle: [El-errata] ELSA-2021-4904 Critical: Oracle Linux 7 nss security update,Oracle,2022-01-19T10:34:40.000Z,Kyndryl Advisory
104624,MSS-OAR-E01-2022:323.1,Adobe: Security update available for Adobe Acrobat and Reader  | APSB22-01,Adobe,2022-01-19T08:23:33.000Z,Kyndryl Advisory
104623,MSS-OAR-E01-2022:322.1,IBM: BIND for IBM i is affected by CVE-2021-25219,OS/400,2022-01-18T22:18:21.000Z,Kyndryl Advisory
104622,MSS-OAR-E01-2022:321.1,Apple: APPLE-SA-2022-01-12-1 iOS 15.2.1 and iPadOS 15.2.1,Apple,2022-01-18T14:48:59.000Z,Kyndryl Advisory
104621,MSS-OAR-E01-2022:320.1,Red Hat: [RHSA-2022:0074-03] Important: samba security update,Red Hat Linux,2022-01-18T11:45:58.000Z,Kyndryl Advisory
104620,MSS-OAR-E01-2022:319.1,Red Hat: [RHSA-2022:0108-03] Moderate: ansible-runner security and bug fix update,Red Hat Linux,2022-01-18T11:43:14.000Z,Kyndryl Advisory
104619,MSS-OAR-E01-2022:318.1,Red Hat: [RHSA-2022:0152-03] Important: Red Hat Single Sign-On 7.5.1 security update on RHEL 8,Red Hat Linux,2022-01-18T11:39:21.000Z,Kyndryl Advisory
104618,MSS-OAR-E01-2022:317.1,Red Hat: [RHSA-2022:0151-03] Important: Red Hat Single Sign-On 7.5.1 security update on RHEL 7,Red Hat Linux,2022-01-18T11:38:30.000Z,Kyndryl Advisory
104617,MSS-OAR-E01-2022:316.1,Red Hat: [RHSA-2022:0138-06] Moderate: Red Hat AMQ Streams 2.0.0 release and security update,Red Hat Linux,2022-01-18T11:37:59.000Z,Kyndryl Advisory
104616,MSS-OAR-E01-2022:315.1,Red Hat: [RHSA-2022:0143-03] Important: httpd security update,Red Hat Linux,2022-01-18T11:37:15.000Z,Kyndryl Advisory
104615,MSS-OAR-E01-2022:314.1,Red Hat: [RHSA-2022:0063-06] Moderate: kernel security and bug fix update,Red Hat Linux,2022-01-18T11:36:28.000Z,Kyndryl Advisory
104614,MSS-OAR-E01-2022:313.1,Red Hat: [RHSA-2022:0146-03] Moderate: EAP XP 2 security update to CVE fixes in the EAP 7.3.x base,Red Hat Linux,2022-01-18T11:35:47.000Z,Kyndryl Advisory
104613,MSS-OAR-E01-2022:312.1,Red Hat: [RHSA-2022:0155-03] Important: Red Hat Single Sign-On 7.5.1 security update,Red Hat Linux,2022-01-18T11:31:27.000Z,Kyndryl Advisory
104612,MSS-OAR-E01-2022:311.1,Red Hat: [RHSA-2022:0157-03] Important: kernel security update,Red Hat Linux,2022-01-18T11:29:07.000Z,Kyndryl Advisory
104611,MSS-OAR-E01-2022:310.1,Red Hat: [RHSA-2022:0158-02] Important: telnet security update,Red Hat Linux,2022-01-18T11:26:42.000Z,Kyndryl Advisory
104610,MSS-OAR-E01-2022:309.1,Novell: SUSE-SU-2022:14875-1: moderate: Security update for java-1_7_1-ibm,Novell SuSE,2022-01-18T10:30:00.000Z,Kyndryl Advisory
104609,MSS-OAR-E01-2022:308.1,Novell: openSUSE-SU-2022:0108-1: important: Security update for java-1_8_0-ibm,Novell SuSE,2022-01-18T10:28:17.000Z,Kyndryl Advisory
104608,MSS-OAR-E01-2022:307.1,Novell: SUSE-SU-2022:0101-1: important: Security update for nodejs12,Novell SuSE,2022-01-18T10:28:01.000Z,Kyndryl Advisory
104607,MSS-OAR-E01-2022:306.1,Novell: SUSE-SU-2022:0104-1: important: Security update for SDL2,Novell SuSE,2022-01-18T10:27:37.000Z,Kyndryl Advisory
104606,MSS-OAR-E01-2022:305.1,Novell: SUSE-SU-2022:0107-1: important: Security update for java-1_8_0-ibm,Novell SuSE,2022-01-18T10:27:26.000Z,Kyndryl Advisory
104605,MSS-OAR-E01-2022:304.1,Novell: SUSE-SU-2022:0108-1: important: Security update for java-1_8_0-ibm,Novell SuSE,2022-01-18T10:26:24.000Z,Kyndryl Advisory
